00000000000	000000000001	1	0000000001	2017-05-17 02:18:26
00000000000	000000000001	1	0000000002	2017-05-17 02:28:26
00000000000	000000000001	1	0000000003	2017-05-17 02:38:26
00000000000	000000000001	1	0000000002	2017-05-17 02:48:26
00000000000	000000000001	2	0000000003	2017-05-17 00:18:26
00000000000	000000000001	1	0000000001	2017-05-17 01:38:26
00000000000	000000000001	1	0000000002	2017-05-17 09:18:26
00000000000	000000000001	1	0000000001	2017-05-17 09:18:26
00000000000	000000000001	1	0000000002	2017-05-17 11:22:26
00000000000	000000000001	1	0000000001	2017-05-17 11:33:26
00000000000	000000000001	1	0000000003	2017-05-17 00:18:26
00000000000	000000000001	1	0000000001	2017-05-17 11:18:26
00000000000	000000000001	1	0000000003	2017-05-17 11:18:26
00000000000	000000000001	1	0000000001	2017-05-17 00:18:26
00000000000	000000000001	1	0000000004	2017-05-17 02:18:26
00000000000	000000000001	2	0000000002	2017-05-17 03:18:26
00000000000	000000000001	1	0000000001	2017-05-17 03:38:26
00000000000	000000000001	1	0000000002	2017-05-17 03:18:26
00000000000	000000000001	1	0000000002	2017-05-17 04:18:26
00000000000	000000000001	1	0000000003	2017-05-17 05:18:26
00000000000	000000000001	1	0000000002	2017-05-17 00:38:26
00000000000	000000000001	2	0000000002	2017-05-17 00:18:26
00000000000	000000000001	1	0000000003	2017-05-17 00:18:26
00000000000	000000000001	1	0000000001	2017-05-17 02:18:26
00000000000	000000000001	1	0000000002	2017-05-17 00:38:26
00000000000	000000000001	2	0000000001	2017-05-17 00:18:26
00000000000	000000000001	3	0000000002	2017-05-17 00:28:26
00000000000	000000000001	1	0000000001	2017-05-17 00:18:26
00000000000	000000000001	1	0000000001	2017-05-17 03:58:26
00000000000	000000000001	1	0000000002	2017-05-17 00:18:26
00000000000	000000000001	1	0000000001	2017-05-17 00:28:26
00000000000	000000000001	2	0000000001	2017-05-17 00:18:26
00000000000	000000000001	2	0000000001	2017-05-17 03:38:26
00000000000	000000000001	1	0000000002	2017-05-17 00:18:26
00000000000	000000000001	1	0000000001	2017-05-17 02:48:26
00000000000	000000000001	1	0000000005	2017-05-17 00:38:26
00000000000	000000000001	1	0000000003	2017-05-17 03:28:26
00000000000	000000000001	1	0000000003	2017-05-17 10:18:26
00000000000	000000000001	2	0000000001	2017-05-17 04:38:26
00000000000	000000000001	1	0000000001	2017-05-17 14:18:26
00000000000	000000000001	1	0000000002	2017-05-17 00:18:26
00000000000	000000000001	1	0000000001	2017-05-17 03:18:26
00000000000	000000000001	1	0000000002	2017-05-17 00:18:26
00000000000	000000000001	1	0000000001	2017-05-17 00:28:26
00000000000	000000000001	1	0000000001	2017-05-17 02:38:26
00000000000	000000000001	1	0000000003	2017-05-17 21:48:26
00000000000	000000000001	1	0000000002	2017-05-17 22:18:26
00000000000	000000000001	1	0000000001	2017-05-17 23:38:26
00000000000	000000000001	1	0000000003	2017-05-17 01:48:26
00000000000	000000000001	1	0000000001	2017-05-17 11:18:26
00000000000	000000000001	1	0000000003	2017-05-17 19:38:26
00000000000	000000000001	2	0000000001	2017-05-17 00:18:26
